attempt_id,base_id,source,label,base_text,tts_text,severity,tts_backend,voice,tts_quality,transcript,similarity,token_recall,status,flags,audio_path,error
dataset:177:v1,dataset:177,dataset,YES,"Ja, so oft sollen die Hinweise ausgegeben werden.","Ja, so oft sollen die Hinweise ausgegeben werden.",moderate,piper,de_DE-kerstin-low,low,ja so oft sollen die hinweise ausgegeben werden,1.0,1.0,generated,identical_to_clean,,
dataset:179:v1,dataset:179,dataset,YES,Speichere diese Einstellung für die Wiederholrate.,Speichere diese Einstellung für die Wiederholrate.,moderate,piper,de_DE-thorsten-high,high,speichere diese einstellung für die wiederhole rate,0.98,0.833333,generated,near_duplicate_clean,,
dataset:180:v1,dataset:180,dataset,YES,Das Intervall der Signale kannst du so übernehmen.,Das Intervall der Signale kannst du so übernehmen.,moderate,piper,de_DE-karlsson-low,low,das intervall der signale kannst du so übernehmen,1.0,1.0,generated,identical_to_clean,,
dataset:182:v1,dataset:182,dataset,YES,Diese Rate für die Signaltöne ist in Ordnung.,Diese Rate für die Signaltöne ist in Ordnung.,clean,piper,de_DE-thorsten-medium,medium,diese rate für die signal töne ist in ordnung,0.988764,0.875,generated,near_duplicate_clean,,
dataset:187:v1,dataset:187,dataset,YES,Die Änderung am Sprechtempo kannst du durchführen.,Die Änderung am Sprechtempo kannst du durchführen.,clean,piper,de_DE-karlsson-low,low,die änderung am sprechtempo kannst du durchführen,1.0,1.0,generated,identical_to_clean,,
dataset:190:v1,dataset:190,dataset,YES,"Ja, verlangsame die Sprache wie vorgeschlagen.","Ja, verlangsame die Sprache wie vorgeschlagen.",moderate,piper,de_DE-thorsten-medium,medium,ja verlangsamt die sprache wie vorgeschlagen,0.977273,0.833333,generated,near_duplicate_clean,,
dataset:192:v1,dataset:192,dataset,YES,"Die Geschwindigkeit passt so, mach die Änderung.","Die Geschwindigkeit passt so, mach die Änderung.",moderate,piper,de_DE-kerstin-low,low,die geschwindigkeit passt so macht die änderung,0.989247,0.857143,generated,near_duplicate_clean,,
dataset:193:v1,dataset:193,dataset,YES,Nimm bitte das eben festgelegte Sprechtempo.,Nimm bitte das eben festgelegte Sprechtempo.,moderate,piper,de_DE-kerstin-low,low,nimm bitte das eben festgelegte sprechtempo,1.0,1.0,generated,identical_to_clean,,
dataset:194:v1,dataset:194,dataset,YES,Ich bestätige die Anpassung der Sprachausgabe.,Ich bestätige die Anpassung der Sprachausgabe.,moderate,piper,de_DE-karlsson-low,low,ich bestätige die anpassung der sprachausgabe,1.0,1.0,generated,identical_to_clean,,
dataset:197:v1,dataset:197,dataset,YES,"Ja, die vorgeschlagene Sprechgeschwindigkeit ist richtig.","Ja, die vorgeschlagene Sprechgeschwindigkeit ist richtig.",clean,piper,de_DE-thorsten-medium,medium,ja die vorgeschlagene sprechgeschwindigkeit ist richtig,1.0,1.0,generated,identical_to_clean,,
dataset:198:v1,dataset:198,dataset,YES,Führe diese Änderung am Vorlesetempo aus.,Führe diese Änderung am Vorlesetempo aus.,moderate,piper,de_DE-thorsten-medium,medium,führe diese änderung am vor lesetempo aus,0.987654,0.833333,generated,near_duplicate_clean,,
dataset:200:v1,dataset:200,dataset,YES,"Ja, ich möchte künftig die weibliche Stimme hören.","Ja, ich möchte künftig die weibliche Stimme hören.",moderate,piper,de_DE-thorsten-high,high,ja ich möchte künftig die weibliche stimme hören,1.0,1.0,generated,identical_to_clean,,
dataset:201:v1,dataset:201,dataset,YES,Der Sprecherwechsel ist so in Ordnung.,Der Sprecherwechsel ist so in Ordnung.,moderate,piper,de_DE-kerstin-low,low,der sprecher wechsel ist so in ordnung,0.986667,0.833333,generated,near_duplicate_clean,,
dataset:203:v1,dataset:203,dataset,YES,Diese Sprecherstimme möchte ich verwenden.,Diese Sprecherstimme möchte ich verwenden.,clean,piper,de_DE-thorsten-high,high,diese sprecherstimme möchte ich verwenden,1.0,1.0,generated,identical_to_clean,,
dataset:204:v1,dataset:204,dataset,YES,"Ja, wechsel auf die vorgeschlagene Stimme.","Ja, wechsel auf die vorgeschlagene Stimme.",moderate,piper,de_DE-thorsten-medium,medium,ja wechsel auf die vorgeschlagene stimmen,0.987654,0.833333,generated,near_duplicate_clean,,
dataset:205:v1,dataset:205,dataset,YES,Die ausgewählte Stimme kannst du übernehmen.,Die ausgewählte Stimme kannst du übernehmen.,clean,piper,de_DE-thorsten-high,high,die ausgewählte stimme kannst du übernehmen,1.0,1.0,generated,identical_to_clean,,
dataset:211:v1,dataset:211,dataset,YES,"Ja, diese Stimme ist die richtige.","Ja, diese Stimme ist die richtige.",moderate,piper,de_DE-kerstin-low,low,ja diese stimme ist die richtige,1.0,1.0,generated,identical_to_clean,,
dataset:212:v1,dataset:212,dataset,YES,Führe den vorgeschlagenen Stimmenwechsel durch.,Führe den vorgeschlagenen Stimmenwechsel durch.,clean,piper,de_DE-karlsson-low,low,führe den vorgeschlagenen stimmen wechsel durch,0.989247,0.8,generated,near_duplicate_clean,,
dataset:213:v1,dataset:213,dataset,YES,Die Sprachausgabe darf auf diese Stimme wechseln.,Die Sprachausgabe darf auf diese Stimme wechseln.,moderate,piper,de_DE-kerstin-low,low,die sprachausgabe darf auf diese stimme wechseln,1.0,1.0,generated,identical_to_clean,,
dataset:220:v1,dataset:220,dataset,YES,"Ich bestätige, dass du das Menü für die Distanzmessung verlassen darfst.","Ich bestätige, dass du das Menü für die Distanzmessung verlassen darfst.",moderate,piper,de_DE-karlsson-low,low,ich bestätige dass du das menü für die distanz messung verlassen darfst,0.992908,0.909091,generated,near_duplicate_clean,,
dataset:221:v1,dataset:221,dataset,YES,Geh aus den Einstellungen und führe den gespeicherten Befehl aus.,Geh aus den Einstellungen und führe den gespeicherten Befehl aus.,clean,piper,de_DE-thorsten-medium,medium,geh aus dem einstellungen und führe den gespeicherten befehl aus,0.984375,0.9,generated,near_duplicate_clean,,
dataset:222:v1,dataset:222,dataset,YES,"Ja, beende den Einstellungsdialog und erkenne den Text vor mir.","Ja, beende den Einstellungsdialog und erkenne den Text vor mir.",moderate,piper,de_DE-karlsson-low,low,ja beende den einstellung dialog und erkenne den text vor mir,0.983607,0.9,generated,near_duplicate_clean,,
dataset:223:v1,dataset:223,dataset,YES,"Du darfst die Einstellungen verlassen und prüfen, was im Weg steht.","Du darfst die Einstellungen verlassen und prüfen, was im Weg steht.",clean,piper,de_DE-karlsson-low,low,du darfst die einstellungen verlassen und prüfen was im weg steht,1.0,1.0,generated,identical_to_clean,,
dataset:226:v1,dataset:226,dataset,YES,Schließe die Einstellungen und leite die offene Frage weiter.,Schließe die Einstellungen und leite die offene Frage weiter.,clean,piper,de_DE-thorsten-medium,medium,schließe die einstellungen und leitet die offene frage weiter,0.991736,0.888889,generated,near_duplicate_clean,,
dataset:228:v1,dataset:228,dataset,YES,"Bestätigt, verlasse die Einstellungen und starte die zuvor gewünschte Funktion.","Bestätigt, verlasse die Einstellungen und starte die zuvor gewünschte Funktion.",clean,piper,de_DE-karlsson-low,low,bestätigt verlasse die einstellungen und starte die zuvor gewünschte funktion,1.0,1.0,generated,identical_to_clean,,
dataset:229:v1,dataset:229,dataset,NO,Die vorgeschlagene Frequenz möchte ich doch nicht übernehmen.,Die vorgeschlagene Frequenz möchte ich doch nicht übernehmen.,moderate,piper,de_DE-karlsson-low,low,die vorgeschlagene frequenz möchte jedoch nicht übernehmen,0.949153,0.75,generated,contrast_marker_lost,,
dataset:230:v1,dataset:230,dataset,NO,Lass den Ton bitte beim bisherigen Frequenzwert.,Lass den Ton bitte beim bisherigen Frequenzwert.,clean,piper,de_DE-thorsten-high,high,lass den ton bitte beim bisherigen frequenz wert,0.989474,0.857143,generated,near_duplicate_clean,,
dataset:232:v1,dataset:232,dataset,NO,Den neuen Frequenzwert bitte verwerfen.,Den neuen Frequenzwert bitte verwerfen.,moderate,piper,de_DE-thorsten-high,high,den neuen frequenz wert bitte verwerfen,0.987013,0.8,generated,near_duplicate_clean,,
dataset:235:v1,dataset:235,dataset,NO,Nimm für die Frequenz lieber weiterhin den alten Wert.,Nimm für die Frequenz lieber weiterhin den alten Wert.,moderate,piper,de_DE-thorsten-medium,medium,nimmt für die frequenz lieber weiterhin den alten wert,0.990654,0.888889,generated,near_duplicate_clean,,
dataset:236:v1,dataset:236,dataset,NO,Bitte speichere diese Frequenzeinstellung nicht.,Bitte speichere diese Frequenzeinstellung nicht.,moderate,piper,de_DE-karlsson-low,low,bitte speichere diese frequenz stellung,0.883721,0.6,generated,negation_lost,,
dataset:237:v1,dataset:237,dataset,NO,Die Frequenzänderung ist von mir nicht bestätigt.,Die Frequenzänderung ist von mir nicht bestätigt.,clean,piper,de_DE-thorsten-medium,medium,die frequenz änderung ist von mir nicht bestätigt,0.989691,0.857143,generated,near_duplicate_clean,,
dataset:239:v1,dataset:239,dataset,NO,Diese Änderung an der Frequenz soll nicht passieren.,Diese Änderung an der Frequenz soll nicht passieren.,clean,piper,de_DE-thorsten-high,high,diese änderungen an der frequenz soll nicht passieren,0.980769,0.875,generated,near_duplicate_clean,,
dataset:240:v1,dataset:240,dataset,NO,Der bisherige Frequenzwert ist mir lieber.,Der bisherige Frequenzwert ist mir lieber.,moderate,piper,de_DE-thorsten-high,high,der bisherige frequenz wert ist mir lieber,0.987952,0.833333,generated,near_duplicate_clean,,
dataset:241:v1,dataset:241,dataset,NO,Lass die Frequenzeinstellung unangetastet.,Lass die Frequenzeinstellung unangetastet.,clean,piper,de_DE-thorsten-medium,medium,lass die frequenz einstellung unangetastet,0.987952,0.75,generated,near_duplicate_clean,,
dataset:242:v1,dataset:242,dataset,NO,Ich lehne die vorgeschlagene Änderung der Frequenz ab.,Ich lehne die vorgeschlagene Änderung der Frequenz ab.,clean,piper,de_DE-thorsten-medium,medium,ich lehne die vorgeschlagene änderung der frequenz ab,1.0,1.0,generated,identical_to_clean,,
dataset:247:v1,dataset:247,dataset,NO,Der vorgeschlagene Signalabstand passt mir nicht.,Der vorgeschlagene Signalabstand passt mir nicht.,moderate,piper,de_DE-kerstin-low,low,der vorgeschlagene signal abstand passt mir nicht,0.989691,0.833333,generated,near_duplicate_clean,,
dataset:248:v1,dataset:248,dataset,NO,Diese Signalrate soll nicht eingestellt werden.,Diese Signalrate soll nicht eingestellt werden.,clean,piper,de_DE-karlsson-low,low,diese signal rate soll nicht eingestellt werden,0.989247,0.833333,generated,near_duplicate_clean,,
dataset:251:v1,dataset:251,dataset,NO,So oft sollen die Signale doch nicht kommen.,So oft sollen die Signale doch nicht kommen.,moderate,piper,de_DE-thorsten-high,high,so oft sollen die signale doch nicht kommen,1.0,1.0,generated,identical_to_clean,,
dataset:254:v1,dataset:254,dataset,NO,Lass das Intervall der Signale unverändert.,Lass das Intervall der Signale unverändert.,clean,piper,de_DE-thorsten-high,high,lass das intervall der signale unverändert,1.0,1.0,generated,identical_to_clean,,
dataset:255:v1,dataset:255,dataset,NO,Ich bestätige die Änderung der BPS nicht.,Ich bestätige die Änderung der Be Pe Es nicht.,moderate,piper,de_DE-karlsson-low,low,ich bestätige die änderung der bp es nicht,0.97561,0.857143,generated,near_duplicate_clean,,
dataset:256:v1,dataset:256,dataset,NO,Nimm nicht die eben vorgeschlagene Rate.,Nimm nicht die eben vorgeschlagene Rate.,moderate,piper,de_DE-thorsten-high,high,nämlich die gegen vorgeschlagen geraten,0.820513,0.166667,generated,heavy_information_loss|negation_lost,,
dataset:257:v1,dataset:257,dataset,NO,Die Signalrate soll so bleiben wie vorher.,Die Signalrate soll so bleiben wie vorher.,moderate,piper,de_DE-thorsten-medium,medium,die signal rate salto bleiben die freue,0.8,0.285714,generated,heavy_information_loss,,
dataset:260:v1,dataset:260,dataset,NO,Lass die Sprachausgabe so schnell wie bisher.,Lass die Sprachausgabe so schnell wie bisher.,clean,piper,de_DE-kerstin-low,low,lass die sprachausgabe so schnell wie bisher,1.0,1.0,generated,identical_to_clean,,
dataset:261:v1,dataset:261,dataset,NO,Ändere die Lesegeschwindigkeit doch nicht.,Ändere die Lesegeschwindigkeit doch nicht.,moderate,piper,de_DE-kerstin-low,low,hintere die lesegeschwindigkeit auch nicht,0.891566,0.6,generated,contrast_marker_lost,,
dataset:263:v1,dataset:263,dataset,NO,Bitte speichere diese Änderung am Sprechtempo nicht.,Bitte speichere diese Änderung am Sprechtempo nicht.,clean,piper,de_DE-thorsten-medium,medium,bitte speichere diese änderung am sprechtempo nicht,1.0,1.0,generated,identical_to_clean,,
dataset:264:v1,dataset:264,dataset,NO,Die Stimme soll weiterhin im bisherigen Tempo sprechen.,Die Stimme soll weiterhin im bisherigen Tempo sprechen.,clean,piper,de_DE-kerstin-low,low,die stimme soll weiterhin im bisherigen tempo sprechen,1.0,1.0,generated,identical_to_clean,,
dataset:265:v1,dataset:265,dataset,NO,Nimm nicht die eben festgelegte Geschwindigkeit.,Nimm nicht die eben festgelegte Geschwindigkeit.,clean,piper,de_DE-thorsten-high,high,nimm nicht die eben festgelegte geschwindigkeit,1.0,1.0,generated,identical_to_clean,,
dataset:266:v1,dataset:266,dataset,NO,Die Anpassung der Sprachausgabe möchte ich verwerfen.,Die Anpassung der Sprachausgabe möchte ich verwerfen.,clean,piper,de_DE-thorsten-high,high,die anpassung der sprachausgabe möchte ich verwerfen,1.0,1.0,generated,identical_to_clean,,
dataset:268:v1,dataset:268,dataset,NO,Verlangsame die Ausgabe bitte nicht.,Verlangsame die Ausgabe bitte nicht.,clean,piper,de_DE-thorsten-medium,medium,verlangsame die ausgabe bitte nicht,1.0,1.0,generated,identical_to_clean,,
dataset:269:v1,dataset:269,dataset,NO,Diese Sprechgeschwindigkeit soll nicht eingestellt werden.,Diese Sprechgeschwindigkeit soll nicht eingestellt werden.,moderate,piper,de_DE-karlsson-low,low,diese sprechgeschwindigkeit soll nicht eingestellt werden,1.0,1.0,generated,identical_to_clean,,
dataset:270:v1,dataset:270,dataset,NO,Der bisherige Wert für das Vorlesetempo soll bleiben.,Der bisherige Wert für das Vorlesetempo soll bleiben.,moderate,piper,de_DE-thorsten-medium,medium,der bisherige wert für das vorlese tempo soll bleiben,0.990476,0.875,generated,near_duplicate_clean,,
dataset:271:v1,dataset:271,dataset,NO,Ich lehne die vorgeschlagene Tempoänderung ab.,Ich lehne die vorgeschlagene Tempoänderung ab.,moderate,piper,de_DE-thorsten-medium,medium,ich lehne die vorgeschlagene tempo änderung ab,0.989011,0.833333,generated,near_duplicate_clean,,
dataset:272:v1,dataset:272,dataset,NO,Lass die Geschwindigkeit der gesprochenen Antworten unverändert.,Lass die Geschwindigkeit der gesprochenen Antworten unverändert.,moderate,piper,de_DE-kerstin-low,low,lass die geschwindigkeit der gesprochenen antworten unverändert,1.0,1.0,generated,identical_to_clean,,
dataset:273:v1,dataset:273,dataset,NO,Führe die Änderung am Sprechtempo nicht durch.,Führe die Änderung am Sprechtempo nicht durch.,moderate,piper,de_DE-thorsten-high,high,führe die änderung am sprechtempo nicht durch,1.0,1.0,generated,identical_to_clean,,
dataset:274:v1,dataset:274,dataset,NO,Die Männerstimme möchte ich doch nicht einstellen.,Die Männerstimme möchte ich doch nicht einstellen.,moderate,piper,de_DE-thorsten-high,high,die männerstimme möchte ich doch nicht einstellen,1.0,1.0,generated,identical_to_clean,,
dataset:276:v1,dataset:276,dataset,NO,Den Sprecherwechsel möchte ich nicht durchführen.,Den Sprecherwechsel möchte ich nicht durchführen.,moderate,piper,de_DE-thorsten-high,high,den sprecher wechseln möchte ich nicht durchführen,0.979592,0.833333,generated,near_duplicate_clean,,
dataset:277:v1,dataset:277,dataset,NO,Nimm doch nicht die andere Stimme.,Nimm doch nicht die andere Stimme.,clean,piper,de_DE-karlsson-low,low,nimm doch nicht die andere stimmen,0.985075,0.833333,generated,near_duplicate_clean,,
dataset:278:v1,dataset:278,dataset,NO,Die vorgeschlagene Sprecherstimme passt mir nicht.,Die vorgeschlagene Sprecherstimme passt mir nicht.,clean,piper,de_DE-kerstin-low,low,die vorgeschlagene sprecherstimme passt mir nicht,1.0,1.0,generated,identical_to_clean,,
dataset:279:v1,dataset:279,dataset,NO,Wechsel nicht auf die Frauenstimme.,Wechsel nicht auf die Frauenstimme.,clean,piper,de_DE-thorsten-high,high,wechsel nicht auf die frauenstimme,1.0,1.0,generated,identical_to_clean,,
dataset:280:v1,dataset:280,dataset,NO,Bitte behalte den bisherigen Sprecher.,Bitte behalte den bisherigen Sprecher.,moderate,piper,de_DE-karlsson-low,low,bitte behalte den bisherigen sprecher,1.0,1.0,generated,identical_to_clean,,
dataset:282:v1,dataset:282,dataset,NO,Den Wechsel zur männlichen Stimme bestätige ich nicht.,Den Wechsel zur männlichen Stimme bestätige ich nicht.,moderate,piper,de_DE-karlsson-low,low,dem wechsel zur männlichen stimme bestätige ich nicht,0.981132,0.875,generated,near_duplicate_clean,,
dataset:283:v1,dataset:283,dataset,NO,Lass die ausgewählte Stimme bitte unverändert.,Lass die ausgewählte Stimme bitte unverändert.,moderate,piper,de_DE-thorsten-medium,medium,lass die ausgewählte stimme bitte unverändert,1.0,1.0,generated,identical_to_clean,,
dataset:284:v1,dataset:284,dataset,NO,Die Sprecherstimme soll nicht gewechselt werden.,Die Sprecherstimme soll nicht gewechselt werden.,clean,piper,de_DE-thorsten-medium,medium,die sprecherstimme soll nicht gewechselt werden,1.0,1.0,generated,identical_to_clean,,
dataset:285:v1,dataset:285,dataset,NO,Ich möchte den vorgeschlagenen Stimmenwechsel verwerfen.,Ich möchte den vorgeschlagenen Stimmenwechsel verwerfen.,clean,piper,de_DE-karlsson-low,low,ich möchte den vorgeschlagenen stimmen wechsel verwerfen,0.990991,0.833333,generated,near_duplicate_clean,,
dataset:290:v1,dataset:290,dataset,NO,Ich möchte das Menü für die Objekterkennung noch nicht verlassen.,Ich möchte das Menü für die Objekterkennung noch nicht verlassen.,clean,piper,de_DE-karlsson-low,low,ich möchte das menü für die objekt erkennung noch nicht verlassen,0.992248,0.9,generated,near_duplicate_clean,,
dataset:292:v1,dataset:292,dataset,NO,Führe die vorherige Frage jetzt nicht außerhalb des Menüs aus.,Führe die vorherige Frage jetzt nicht außerhalb des Menüs aus.,clean,piper,de_DE-karlsson-low,low,führe die vorherige frage jetzt nicht außerhalb des menüs aus,1.0,1.0,generated,identical_to_clean,,
dataset:297:v1,dataset:297,dataset,NO,Ich möchte den Einstellungsdialog für die Texterkennung nicht verlassen.,Ich möchte den Einstellungsdialog für die Texterkennung nicht verlassen.,moderate,piper,de_DE-kerstin-low,low,ich möchte den einstellung dialog für die text erkennung nicht verlassen,0.979021,0.777778,generated,near_duplicate_clean,,
dataset:301:v1,dataset:301,dataset,NO,Leite meine offene Frage jetzt nicht an die Assistenz weiter.,Leite meine offene Frage jetzt nicht an die Assistenz weiter.,clean,piper,de_DE-karlsson-low,low,leiter meine offene frage jetzt nicht an die assistenz weiter,0.991736,0.9,generated,near_duplicate_clean,,
