attempt_id,base_id,source,label,base_text,tts_text,severity,tts_backend,voice,tts_quality,transcript,similarity,token_recall,status,flags,audio_path,error
dataset:109:v1,dataset:109,dataset,NO,Das Sprechtempo soll nicht langsamer werden.,Das Sprechtempo soll nicht langsamer werden.,moderate,piper,de_DE-karlsson-low,low,das sprechtempo sonnig nicht langsamer werden,0.931818,0.833333,generated,,,
dataset:110:v1,dataset:110,dataset,NO,"Mach das nicht, erhöhe das Vorlesetempo nicht.","Mach das nicht, erhöhe das Vorlesetempo nicht.",moderate,piper,de_DE-thorsten-medium,medium,mach das licht der hüters vorlese tempo nicht,0.853933,0.428571,generated,,,
dataset:111:v1,dataset:111,dataset,NO,"Nein, reduziere die Geschwindigkeit der Sprachausgabe nicht.","Nein, reduziere die Geschwindigkeit der Sprachausgabe nicht.",moderate,piper,de_DE-karlsson-low,low,nein reduziere die geschwindigkeit der sprachausgabe nie,0.964912,0.857143,generated,,,
dataset:112:v1,dataset:112,dataset,NO,Setze das Sprechtempo nicht auf den genannten Wert.,Setze das Sprechtempo nicht auf den genannten Wert.,clean,piper,de_DE-thorsten-high,high,setze das sprechtempo nicht auf den genannten wert,1.0,1.0,generated,identical_to_clean,,
dataset:113:v1,dataset:113,dataset,NO,Lass die aktuelle Sprechgeschwindigkeit bestehen.,Lass die aktuelle Sprechgeschwindigkeit bestehen.,clean,piper,de_DE-thorsten-medium,medium,lass die aktuelle sprechgeschwindigkeit bestehen,1.0,1.0,generated,identical_to_clean,,
dataset:114:v1,dataset:114,dataset,NO,"Nein, lies nicht schneller vor.","Nein, lies nicht schneller vor.",moderate,piper,de_DE-kerstin-low,low,nein dies nicht schneller vor,0.965517,0.8,generated,,,
dataset:115:v1,dataset:115,dataset,NO,Die Stimme soll nicht langsamer sprechen.,Die Stimme soll nicht langsamer sprechen.,clean,piper,de_DE-kerstin-low,low,die stimme sollen nicht langsamer sprechen,0.97561,0.833333,generated,near_duplicate_clean,,
dataset:116:v1,dataset:116,dataset,NO,Bitte führe die Tempoänderung nicht aus.,Bitte führe die Tempoänderung nicht aus.,moderate,piper,de_DE-thorsten-medium,medium,bitte führe die tempo änderung nicht aus,0.987342,0.833333,generated,near_duplicate_clean,,
dataset:117:v1,dataset:117,dataset,NO,Lass die Sprachausgabe genau so schnell wie bisher.,Lass die Sprachausgabe genau so schnell wie bisher.,moderate,piper,de_DE-kerstin-low,low,lass die sprachausgabe genauso schnell wie bisher,0.989899,0.75,generated,near_duplicate_clean,,
dataset:118:v1,dataset:118,dataset,NO,"Nein, passe das Vorlesetempo nicht an.","Nein, passe das Vorlesetempo nicht an.",clean,piper,de_DE-thorsten-high,high,nein hasse das vorleser tempo nicht an,0.945946,0.666667,generated,,,
dataset:119:v1,dataset:119,dataset,NO,Die Geschwindigkeit soll so bleiben.,Die Geschwindigkeit soll so bleiben.,clean,piper,de_DE-thorsten-medium,medium,die geschwindigkeit soll so bleiben,1.0,1.0,generated,identical_to_clean,,
dataset:120:v1,dataset:120,dataset,NO,Verwende das neue Sprechtempo bitte nicht.,Verwende das neue Sprechtempo bitte nicht.,clean,piper,de_DE-karlsson-low,low,verwende das neue sprechtempo bitte nicht,1.0,1.0,generated,identical_to_clean,,
dataset:121:v1,dataset:121,dataset,NO,"Nein, ändere die Geschwindigkeit der Ausgabe nicht.","Nein, ändere die Geschwindigkeit der Ausgabe nicht.",moderate,piper,de_DE-kerstin-low,low,nein ändere die geschwindigkeit der ausgabe nicht,1.0,1.0,generated,identical_to_clean,,
dataset:122:v1,dataset:122,dataset,NO,"Nein, stell die Stimme nicht auf männlich.","Nein, stell die Stimme nicht auf männlich.",clean,piper,de_DE-thorsten-high,high,nein stellt die stimme nicht auf männlich,0.987654,0.857143,generated,near_duplicate_clean,,
dataset:123:v1,dataset:123,dataset,NO,"Nein bitte, nimm nicht die weibliche Stimme.","Nein bitte, nimm nicht die weibliche Stimme.",moderate,piper,de_DE-thorsten-high,high,neuen bitte nämlich die weibliche stimme,0.878049,0.571429,generated,negation_lost,,
dataset:124:v1,dataset:124,dataset,NO,Wechsle den Sprecher nicht.,Wechsle den Sprecher nicht.,clean,piper,de_DE-thorsten-high,high,wechsle den sprecher nicht,1.0,1.0,generated,identical_to_clean,,
dataset:125:v1,dataset:125,dataset,NO,"Mach das nicht, ich möchte die aktuelle Stimme behalten.","Mach das nicht, ich möchte die aktuelle Stimme behalten.",moderate,piper,de_DE-thorsten-high,high,macht das nicht ich möchte die aktuelle stimme behalten,0.990826,0.888889,generated,near_duplicate_clean,,
dataset:126:v1,dataset:126,dataset,NO,"Nein, verwende nicht die Männerstimme.","Nein, verwende nicht die Männerstimme.",moderate,piper,de_DE-thorsten-high,high,nein verwende nicht immer der stimmt,0.805556,0.6,generated,,,
dataset:127:v1,dataset:127,dataset,NO,Nimm künftig nicht die Frauenstimme.,Nimm künftig nicht die Frauenstimme.,moderate,piper,de_DE-thorsten-medium,medium,mein kind gibt nicht die frauenstimme,0.777778,0.6,generated,,,
dataset:128:v1,dataset:128,dataset,NO,Lass die Sprecherstimme bitte unverändert.,Lass die Sprecherstimme bitte unverändert.,moderate,piper,de_DE-karlsson-low,low,das die sprecherstimme bitte unverändert,0.962963,0.8,generated,,,
dataset:129:v1,dataset:129,dataset,NO,Die aktuelle Stimme soll nicht gewechselt werden.,Die aktuelle Stimme soll nicht gewechselt werden.,moderate,piper,de_DE-thorsten-high,high,die aktuelle stimme soll nicht gewechselt werden,1.0,1.0,generated,identical_to_clean,,
dataset:130:v1,dataset:130,dataset,NO,Übernimm die ausgewählte Stimme nicht.,Übernimm die ausgewählte Stimme nicht.,moderate,piper,de_DE-thorsten-high,high,übernehmen die ausgewählte stimmen nicht,0.909091,0.6,generated,,,
dataset:131:v1,dataset:131,dataset,NO,"Nein, verwende nicht den anderen Sprecher.","Nein, verwende nicht den anderen Sprecher.",moderate,piper,de_DE-thorsten-high,high,nein verwende ich den anderen sprecher,0.974359,0.833333,generated,negation_lost,,
dataset:132:v1,dataset:132,dataset,NO,Die Stimme darf nicht geändert werden.,Die Stimme darf nicht geändert werden.,clean,piper,de_DE-kerstin-low,low,die stimme darf nicht geändert werden,1.0,1.0,generated,identical_to_clean,,
dataset:133:v1,dataset:133,dataset,NO,Bitte führe den Stimmenwechsel nicht aus.,Bitte führe den Stimmenwechsel nicht aus.,moderate,piper,de_DE-thorsten-high,high,bitte für den stimmung wechsel nicht aus,0.925,0.666667,generated,,,
dataset:134:v1,dataset:134,dataset,NO,"Nein, stelle die gewünschte Stimme nicht ein.","Nein, stelle die gewünschte Stimme nicht ein.",clean,piper,de_DE-kerstin-low,low,nein stelle die gewünschte stimmen nicht ein,0.988506,0.857143,generated,near_duplicate_clean,,
dataset:135:v1,dataset:135,dataset,NO,Behalte die aktuelle Sprecherstimme.,Behalte die aktuelle Sprecherstimme.,moderate,piper,de_DE-kerstin-low,low,behaltet die aktuelle sprecherstimme,0.985915,0.75,generated,near_duplicate_clean,,
dataset:136:v1,dataset:136,dataset,NO,"Nein, wechsel nicht auf die genannte Stimme.","Nein, wechsel nicht auf die genannte Stimme.",moderate,piper,de_DE-kerstin-low,low,nein wechsel nicht auf die genannte stimme,1.0,1.0,generated,identical_to_clean,,
dataset:137:v1,dataset:137,dataset,NO,"Nein, bleib in den Einstellungen und lies den Text nicht.","Nein, bleib in den Einstellungen und lies den Text nicht.",clean,piper,de_DE-thorsten-medium,medium,nein bleibt in den einstellungen und lies den text nicht,0.990991,0.9,generated,near_duplicate_clean,,
dataset:138:v1,dataset:138,dataset,NO,"Nein, verlasse die Einstellungen nicht für die Objekterkennung.","Nein, verlasse die Einstellungen nicht für die Objekterkennung.",moderate,piper,de_DE-karlsson-low,low,nein verlasse die einstellungen nicht für die objekt erkennen,0.967213,0.875,generated,,,
dataset:139:v1,dataset:139,dataset,NO,Bleib im Menü und miss den Abstand nicht.,Bleib im Menü und miss den Abstand nicht.,moderate,piper,de_DE-thorsten-high,high,im menü und musste abstatten,0.676471,0.375,generated,negation_lost,,
dataset:140:v1,dataset:140,dataset,NO,"Nein, beende die Einstellungen nicht für meine andere Frage.","Nein, beende die Einstellungen nicht für meine andere Frage.",moderate,piper,de_DE-thorsten-medium,medium,nein beendet die einstellungen nicht für meine andere frage,0.991453,0.888889,generated,near_duplicate_clean,,
dataset:141:v1,dataset:141,dataset,NO,Ich möchte in den Einstellungen bleiben und das Schild nicht lesen.,Ich möchte in den Einstellungen bleiben und das Schild nicht lesen.,moderate,piper,de_DE-kerstin-low,low,ich möchte in den einstellungen bleiben unterschied nicht lesen,0.914729,0.727273,generated,,,
dataset:142:v1,dataset:142,dataset,NO,"Nein, geh nicht zurück zur Objekterkennung.","Nein, geh nicht zurück zur Objekterkennung.",moderate,piper,de_DE-kerstin-low,low,nein gehe nicht zurück zur objekt erkennung,0.97619,0.666667,generated,near_duplicate_clean,,
dataset:143:v1,dataset:143,dataset,NO,Verlasse das Einstellungsmenü nicht für die Entfernungsmessung.,Verlasse das Einstellungsmenü nicht für die Entfernungsmessung.,moderate,piper,de_DE-thorsten-medium,medium,herr lasse das einstellung menü nicht für die entfernungsmessung,0.952381,0.714286,generated,,,
dataset:144:v1,dataset:144,dataset,NO,"Nein, schließe die Einstellungen nicht für die andere Funktion.","Nein, schließe die Einstellungen nicht für die andere Funktion.",clean,piper,de_DE-kerstin-low,low,nein schließe die einstellungen nicht für die andere funktion,1.0,1.0,generated,identical_to_clean,,
dataset:145:v1,dataset:145,dataset,NO,Bleib bei den Einstellungen und starte die Texterkennung nicht.,Bleib bei den Einstellungen und starte die Texterkennung nicht.,moderate,piper,de_DE-karlsson-low,low,bleibt bei den einstellungen und starte die text erkennung,0.933333,0.666667,generated,negation_lost,,
dataset:146:v1,dataset:146,dataset,NO,"Nein, geh nicht aus dem Menü, um nach vorne zu schauen.","Nein, geh nicht aus dem Menü, um nach vorne zu schauen.",moderate,piper,de_DE-kerstin-low,low,nein gehen nicht aus dem menü um nach vorne zu schauen,0.981132,0.909091,generated,near_duplicate_clean,,
dataset:147:v1,dataset:147,dataset,NO,Führe meinen vorherigen Befehl jetzt nicht aus.,Führe meinen vorherigen Befehl jetzt nicht aus.,moderate,piper,de_DE-thorsten-high,high,führe meiner vorherigen befehlen jetzt nicht aus,0.957447,0.714286,generated,,,
dataset:148:v1,dataset:148,dataset,NO,"Nein, ich möchte die Einstellungen nicht für die Messung verlassen.","Nein, ich möchte die Einstellungen nicht für die Messung verlassen.",moderate,piper,de_DE-karlsson-low,low,nein ich möchte die einstellungen nicht für die messung verlassen,1.0,1.0,generated,identical_to_clean,,
dataset:149:v1,dataset:149,dataset,NO,Bleib im Menü und leite meine Frage nicht weiter.,Bleib im Menü und leite meine Frage nicht weiter.,moderate,piper,de_DE-thorsten-medium,medium,neu finden und leute meine frage nicht weiter,0.817204,0.555556,generated,,,
dataset:150:v1,dataset:150,dataset,NO,"Nein, schließe die Einstellungen nicht für die Texterkennung.","Nein, schließe die Einstellungen nicht für die Texterkennung.",moderate,piper,de_DE-karlsson-low,low,nein schließe die einstellungen nicht für die texter kennen,0.966102,0.875,generated,,,
dataset:151:v1,dataset:151,dataset,NO,Verwirf den gespeicherten Befehl und bleib in den Einstellungen.,Verwirf den gespeicherten Befehl und bleib in den Einstellungen.,clean,piper,de_DE-thorsten-medium,medium,verwirft den gespeicherten befehl und bleibt in den einstellungen,0.984375,0.777778,generated,near_duplicate_clean,,
dataset:154:v1,dataset:154,dataset,YES,"Das kannst du so übernehmen, die neue Frequenz ist in Ordnung.","Das kannst du so übernehmen, die neue Frequenz ist in Ordnung.",moderate,piper,de_DE-kerstin-low,low,das kannst du so übernehmen die neue frequenz ist in ordnung,1.0,1.0,generated,identical_to_clean,,
dataset:155:v1,dataset:155,dataset,YES,Von mir aus darfst du die Frequenz jetzt umstellen.,Von mir aus darfst du die Frequenz jetzt umstellen.,moderate,piper,de_DE-thorsten-high,high,von mir aus darfst du die frequenz jetzt umstellen,1.0,1.0,generated,identical_to_clean,,
dataset:156:v1,dataset:156,dataset,YES,"Ja genau, der vorgeschlagene Frequenzwert soll gelten.","Ja genau, der vorgeschlagene Frequenzwert soll gelten.",clean,piper,de_DE-thorsten-high,high,ja genau der vorgeschlagene frequenz wert soll gelten,0.990476,0.857143,generated,near_duplicate_clean,,
dataset:157:v1,dataset:157,dataset,YES,"Die Änderung am Ton passt für mich, führ sie aus.","Die Änderung am Ton passt für mich, führ sie aus.",clean,piper,de_DE-thorsten-medium,medium,die änderung an tun passt für mich für sie aus,0.946237,0.7,generated,,,
dataset:158:v1,dataset:158,dataset,YES,Ich bin mit der neuen Frequenz einverstanden.,Ich bin mit der neuen Frequenz einverstanden.,clean,piper,de_DE-karlsson-low,low,ich bin mit der neuen frequenz einverstanden,1.0,1.0,generated,identical_to_clean,,
dataset:159:v1,dataset:159,dataset,YES,"So ist es richtig, stell den Frequenzwert entsprechend ein.","So ist es richtig, stell den Frequenzwert entsprechend ein.",moderate,piper,de_DE-karlsson-low,low,so ist es richtig stellt den frequenz wert entsprechend ein,0.982759,0.777778,generated,near_duplicate_clean,,
dataset:160:v1,dataset:160,dataset,YES,Die Frequenzänderung kannst du bestätigen.,Die Frequenzänderung kannst du bestätigen.,clean,piper,de_DE-thorsten-high,high,die frequenz änderung kannst du bestätigen,0.987952,0.8,generated,near_duplicate_clean,,
dataset:161:v1,dataset:161,dataset,YES,"Nimm ruhig den Wert, den ich eben für die Frequenz genannt habe.","Nimm ruhig den Wert, den ich eben für die Frequenz genannt habe.",clean,piper,de_DE-thorsten-high,high,nimm ruhig den wert den ich eben für die frequenz genannt habe,1.0,1.0,generated,identical_to_clean,,
dataset:162:v1,dataset:162,dataset,YES,Bitte setz die Tonhöhe beziehungsweise Frequenz wie besprochen.,Bitte setz die Tonhöhe beziehungsweise Frequenz wie besprochen.,moderate,piper,de_DE-thorsten-medium,medium,bitte sehr die tonhöhe beziehungsweise frequenz wie besprochen,0.967742,0.875,generated,,,
dataset:163:v1,dataset:163,dataset,YES,"Der neue Frequenzwert passt, mach weiter.","Der neue Frequenzwert passt, mach weiter.",clean,piper,de_DE-thorsten-medium,medium,der neue frequenz wert passt nach weiter,0.962025,0.666667,generated,,,
dataset:164:v1,dataset:164,dataset,YES,"Ja, diese Anpassung am Signalton ist gewollt.","Ja, diese Anpassung am Signalton ist gewollt.",moderate,piper,de_DE-thorsten-high,high,ja diese anpassung an signal ton ist gewollt,0.965517,0.714286,generated,,,
dataset:165:v1,dataset:165,dataset,YES,Du darfst die Frequenzeinstellung jetzt speichern.,Du darfst die Frequenzeinstellung jetzt speichern.,moderate,piper,de_DE-thorsten-medium,medium,du darfst die frequenz einstellung zu speichern,0.9375,0.666667,generated,,,
dataset:166:v1,dataset:166,dataset,YES,"Das ist die Frequenz, die ich haben möchte.","Das ist die Frequenz, die ich haben möchte.",moderate,piper,de_DE-thorsten-high,high,das ist die frequenz die ich haben möchte,1.0,1.0,generated,identical_to_clean,,
dataset:167:v1,dataset:167,dataset,YES,Führ genau diese Änderung an der Frequenz aus.,Führ genau diese Änderung an der Frequenz aus.,moderate,piper,de_DE-karlsson-low,low,der genau diese änderungen an der frequenz aus,0.923077,0.75,generated,,,
dataset:168:v1,dataset:168,dataset,YES,Für die Frequenz ist das so korrekt.,Für die Frequenz ist das so korrekt.,moderate,piper,de_DE-kerstin-low,low,für die frequenz ist das so korrekt,1.0,1.0,generated,identical_to_clean,,
dataset:169:v1,dataset:169,dataset,YES,"Die neue BPS-Einstellung passt, übernimm sie.","Die neue Be Pe Es-Einstellung passt, übernimm sie.",moderate,piper,de_DE-karlsson-low,low,die neue wie p s einstellung passt übernehmen sie,0.869565,0.714286,generated,,,
dataset:170:v1,dataset:170,dataset,YES,"Ja, die Hinweise sollen in diesem Rhythmus kommen.","Ja, die Hinweise sollen in diesem Rhythmus kommen.",moderate,piper,de_DE-thorsten-medium,medium,ja die hinweise sollen in diesem rhythmus kommen,1.0,1.0,generated,identical_to_clean,,
dataset:171:v1,dataset:171,dataset,YES,Du kannst die Wiederholrate jetzt entsprechend ändern.,Du kannst die Wiederholrate jetzt entsprechend ändern.,moderate,piper,de_DE-thorsten-medium,medium,du kannst die wiederhole rate jetzt entsprechend ändern,0.981481,0.857143,generated,near_duplicate_clean,,
dataset:172:v1,dataset:172,dataset,YES,Der vorgeschlagene Abstand zwischen den Signalen ist richtig.,Der vorgeschlagene Abstand zwischen den Signalen ist richtig.,moderate,piper,de_DE-thorsten-medium,medium,der vorgeschlagene abstand zwischen den signal ist richtig,0.983051,0.875,generated,near_duplicate_clean,,
dataset:173:v1,dataset:173,dataset,YES,Genau diese Signalrate möchte ich verwenden.,Genau diese Signalrate möchte ich verwenden.,clean,piper,de_DE-karlsson-low,low,genau diese signal rate möchte ich verwenden,0.988506,0.833333,generated,near_duplicate_clean,,
dataset:174:v1,dataset:174,dataset,YES,"Passt, stell die Hinweissignale so ein.","Passt, stell die Hinweissignale so ein.",clean,piper,de_DE-kerstin-low,low,passt städte die hinweis signale so ein,0.921053,0.666667,generated,,,
dataset:175:v1,dataset:175,dataset,YES,Die Änderung der BPS ist von mir bestätigt.,Die Änderung der Be Pe Es ist von mir bestätigt.,moderate,piper,de_DE-karlsson-low,low,die änderung der baby es ist von neben stecken,0.727273,0.625,generated,,,
dataset:176:v1,dataset:176,dataset,YES,Nimm für die Signale ruhig die eben genannte Rate.,Nimm für die Signale ruhig die eben genannte Rate.,clean,piper,de_DE-thorsten-medium,medium,nimm für die signale rückte eben genannte rate,0.884211,0.777778,generated,,,
dataset:177:v1,dataset:177,dataset,YES,"Ja, so oft sollen die Hinweise ausgegeben werden.","Ja, so oft sollen die Hinweise ausgegeben werden.",moderate,piper,de_DE-kerstin-low,low,ja so oft sollen die hinweise ausgegeben werden,1.0,1.0,generated,identical_to_clean,,
dataset:178:v1,dataset:178,dataset,YES,Der neue Rhythmus der Abstandstöne ist richtig.,Der neue Rhythmus der Abstandstöne ist richtig.,moderate,piper,de_DE-karlsson-low,low,der neuerer muss der abstand stöhne ist richtig,0.88172,0.571429,generated,,,
dataset:179:v1,dataset:179,dataset,YES,Speichere diese Einstellung für die Wiederholrate.,Speichere diese Einstellung für die Wiederholrate.,moderate,piper,de_DE-thorsten-high,high,speichere diese einstellung für die wiederhole rate,0.98,0.833333,generated,near_duplicate_clean,,
dataset:180:v1,dataset:180,dataset,YES,Das Intervall der Signale kannst du so übernehmen.,Das Intervall der Signale kannst du so übernehmen.,moderate,piper,de_DE-karlsson-low,low,das intervall der signale kannst du so übernehmen,1.0,1.0,generated,identical_to_clean,,
dataset:181:v1,dataset:181,dataset,YES,"Ich möchte, dass die BPS wie vorgeschlagen geändert werden.","Ich möchte, dass die Be Pe Es wie vorgeschlagen geändert werden.",clean,piper,de_DE-thorsten-high,high,ich möchte dass die p p s wie vorgeschlagen geändert werden,0.965517,0.888889,generated,,,
dataset:182:v1,dataset:182,dataset,YES,Diese Rate für die Signaltöne ist in Ordnung.,Diese Rate für die Signaltöne ist in Ordnung.,clean,piper,de_DE-thorsten-medium,medium,diese rate für die signal töne ist in ordnung,0.988764,0.875,generated,near_duplicate_clean,,
dataset:183:v1,dataset:183,dataset,YES,Führe die gerade besprochene BPS-Anpassung aus.,Führe die gerade besprochene Be Pe Es-Anpassung aus.,clean,piper,de_DE-kerstin-low,low,für die gerade besprochene b es anpassung aus,0.945055,0.714286,generated,,,
dataset:184:v1,dataset:184,dataset,YES,So schnell darf die Sprachausgabe künftig sein.,So schnell darf die Sprachausgabe künftig sein.,clean,piper,de_DE-karlsson-low,low,so schnell darf die sprachausgabe künftig sahen,0.967742,0.857143,generated,,,
dataset:185:v1,dataset:185,dataset,YES,"Ja, das neue Lesetempo ist für mich passend.","Ja, das neue Lesetempo ist für mich passend.",clean,piper,de_DE-karlsson-low,low,da das neue lesetempo ist für mich passen,0.963855,0.75,generated,,,
dataset:186:v1,dataset:186,dataset,YES,Übernimm die vorgeschlagene Geschwindigkeit der Stimme.,Übernimm die vorgeschlagene Geschwindigkeit der Stimme.,moderate,piper,de_DE-karlsson-low,low,übernehmen die vorgeschlagene geschwindigkeit der stimmen,0.936937,0.666667,generated,,,
dataset:187:v1,dataset:187,dataset,YES,Die Änderung am Sprechtempo kannst du durchführen.,Die Änderung am Sprechtempo kannst du durchführen.,clean,piper,de_DE-karlsson-low,low,die änderung am sprechtempo kannst du durchführen,1.0,1.0,generated,identical_to_clean,,
dataset:188:v1,dataset:188,dataset,YES,Genau in diesem Tempo soll vorgelesen werden.,Genau in diesem Tempo soll vorgelesen werden.,moderate,piper,de_DE-thorsten-medium,medium,genau in diesen quellcode soll vorgelesen werden,0.869565,0.714286,generated,,,
dataset:189:v1,dataset:189,dataset,YES,Von mir aus kannst du die Ausgabe schneller stellen.,Von mir aus kannst du die Ausgabe schneller stellen.,clean,piper,de_DE-thorsten-medium,medium,von hier aus kannst du die ausgabe schnelle stein,0.92,0.666667,generated,,,
dataset:190:v1,dataset:190,dataset,YES,"Ja, verlangsame die Sprache wie vorgeschlagen.","Ja, verlangsame die Sprache wie vorgeschlagen.",moderate,piper,de_DE-thorsten-medium,medium,ja verlangsamt die sprache wie vorgeschlagen,0.977273,0.833333,generated,near_duplicate_clean,,
dataset:191:v1,dataset:191,dataset,YES,"Das neue Vorlesetempo gefällt mir, speichere es.","Das neue Vorlesetempo gefällt mir, speichere es.",moderate,piper,de_DE-karlsson-low,low,das neue vor diese tempo gefällt mir speichere,0.913043,0.714286,generated,,,
dataset:192:v1,dataset:192,dataset,YES,"Die Geschwindigkeit passt so, mach die Änderung.","Die Geschwindigkeit passt so, mach die Änderung.",moderate,piper,de_DE-kerstin-low,low,die geschwindigkeit passt so macht die änderung,0.989247,0.857143,generated,near_duplicate_clean,,
dataset:193:v1,dataset:193,dataset,YES,Nimm bitte das eben festgelegte Sprechtempo.,Nimm bitte das eben festgelegte Sprechtempo.,moderate,piper,de_DE-kerstin-low,low,nimm bitte das eben festgelegte sprechtempo,1.0,1.0,generated,identical_to_clean,,
dataset:194:v1,dataset:194,dataset,YES,Ich bestätige die Anpassung der Sprachausgabe.,Ich bestätige die Anpassung der Sprachausgabe.,moderate,piper,de_DE-karlsson-low,low,ich bestätige die anpassung der sprachausgabe,1.0,1.0,generated,identical_to_clean,,
dataset:195:v1,dataset:195,dataset,YES,So soll EyeAI künftig sprechen.,So soll EyeAI künftig sprechen.,moderate,piper,de_DE-karlsson-low,low,so soll ein ei künftig sprechen,0.918033,0.8,generated,,,
dataset:196:v1,dataset:196,dataset,YES,Das Tempo der gesprochenen Antworten darf so geändert werden.,Das Tempo der gesprochenen Antworten darf so geändert werden.,moderate,piper,de_DE-kerstin-low,low,das tempo der gesprochenen antworten darfst du geändert werden,0.95082,0.777778,generated,,,
dataset:197:v1,dataset:197,dataset,YES,"Ja, die vorgeschlagene Sprechgeschwindigkeit ist richtig.","Ja, die vorgeschlagene Sprechgeschwindigkeit ist richtig.",clean,piper,de_DE-thorsten-medium,medium,ja die vorgeschlagene sprechgeschwindigkeit ist richtig,1.0,1.0,generated,identical_to_clean,,
dataset:198:v1,dataset:198,dataset,YES,Führe diese Änderung am Vorlesetempo aus.,Führe diese Änderung am Vorlesetempo aus.,moderate,piper,de_DE-thorsten-medium,medium,führe diese änderung am vor lesetempo aus,0.987654,0.833333,generated,near_duplicate_clean,,
dataset:199:v1,dataset:199,dataset,YES,"Die Männerstimme passt, stell sie ein.","Die Männerstimme passt, stell sie ein.",clean,piper,de_DE-thorsten-medium,medium,die minder stimme passt stellen sie ein,0.906667,0.666667,generated,,,
dataset:200:v1,dataset:200,dataset,YES,"Ja, ich möchte künftig die weibliche Stimme hören.","Ja, ich möchte künftig die weibliche Stimme hören.",moderate,piper,de_DE-thorsten-high,high,ja ich möchte künftig die weibliche stimme hören,1.0,1.0,generated,identical_to_clean,,
dataset:201:v1,dataset:201,dataset,YES,Der Sprecherwechsel ist so in Ordnung.,Der Sprecherwechsel ist so in Ordnung.,moderate,piper,de_DE-kerstin-low,low,der sprecher wechsel ist so in ordnung,0.986667,0.833333,generated,near_duplicate_clean,,
dataset:202:v1,dataset:202,dataset,YES,Nimm ruhig die andere Stimme.,Nimm ruhig die andere Stimme.,moderate,piper,de_DE-thorsten-high,high,dem rund die andere stimmen,0.8,0.4,generated,,,
dataset:203:v1,dataset:203,dataset,YES,Diese Sprecherstimme möchte ich verwenden.,Diese Sprecherstimme möchte ich verwenden.,clean,piper,de_DE-thorsten-high,high,diese sprecherstimme möchte ich verwenden,1.0,1.0,generated,identical_to_clean,,
dataset:204:v1,dataset:204,dataset,YES,"Ja, wechsel auf die vorgeschlagene Stimme.","Ja, wechsel auf die vorgeschlagene Stimme.",moderate,piper,de_DE-thorsten-medium,medium,ja wechsel auf die vorgeschlagene stimmen,0.987654,0.833333,generated,near_duplicate_clean,,
dataset:205:v1,dataset:205,dataset,YES,Die ausgewählte Stimme kannst du übernehmen.,Die ausgewählte Stimme kannst du übernehmen.,clean,piper,de_DE-thorsten-high,high,die ausgewählte stimme kannst du übernehmen,1.0,1.0,generated,identical_to_clean,,
dataset:206:v1,dataset:206,dataset,YES,Genau diese Stimme soll EyeAI benutzen.,Genau diese Stimme soll EyeAI benutzen.,moderate,piper,de_DE-kerstin-low,low,genau diese stimme soll er ag benutzen,0.921053,0.833333,generated,,,
dataset:207:v1,dataset:207,dataset,YES,Der Wechsel zur Frauenstimme ist bestätigt.,Der Wechsel zur Frauenstimme ist bestätigt.,moderate,piper,de_DE-thorsten-medium,medium,der wechsel zur frauenstimme besteht,0.871795,0.666667,generated,,,
dataset:208:v1,dataset:208,dataset,YES,Die männliche Ausgabe ist für mich richtig.,Die männliche Ausgabe ist für mich richtig.,clean,piper,de_DE-kerstin-low,low,die männliche ausgabe es für mich richtig,0.963855,0.857143,generated,,,
dataset:209:v1,dataset:209,dataset,YES,Stell bitte auf den anderen Sprecher um.,Stell bitte auf den anderen Sprecher um.,moderate,piper,de_DE-thorsten-medium,medium,denn bitte auf den anderen sprecher um,0.909091,0.857143,generated,,,
dataset:210:v1,dataset:210,dataset,YES,Ich möchte die eben ausgewählte Sprecherstimme behalten.,Ich möchte die eben ausgewählte Sprecherstimme behalten.,moderate,piper,de_DE-thorsten-high,high,ich möchte die eben ausgewählte sprecherstimme verhalten,0.972973,0.857143,generated,,,
dataset:211:v1,dataset:211,dataset,YES,"Ja, diese Stimme ist die richtige.","Ja, diese Stimme ist die richtige.",moderate,piper,de_DE-kerstin-low,low,ja diese stimme ist die richtige,1.0,1.0,generated,identical_to_clean,,
dataset:212:v1,dataset:212,dataset,YES,Führe den vorgeschlagenen Stimmenwechsel durch.,Führe den vorgeschlagenen Stimmenwechsel durch.,clean,piper,de_DE-karlsson-low,low,führe den vorgeschlagenen stimmen wechsel durch,0.989247,0.8,generated,near_duplicate_clean,,
dataset:213:v1,dataset:213,dataset,YES,Die Sprachausgabe darf auf diese Stimme wechseln.,Die Sprachausgabe darf auf diese Stimme wechseln.,moderate,piper,de_DE-kerstin-low,low,die sprachausgabe darf auf diese stimme wechseln,1.0,1.0,generated,identical_to_clean,,
dataset:214:v1,dataset:214,dataset,YES,"Ja, geh aus dem Einstellungsdialog und führe die Texterkennung aus.","Ja, geh aus dem Einstellungsdialog und führe die Texterkennung aus.",clean,piper,de_DE-thorsten-high,high,ja g aus dem einstellung dialog und führe die texte kennung aus,0.953125,0.7,generated,,,
dataset:215:v1,dataset:215,dataset,YES,Du kannst das Menü verlassen und nach dem Gegenstand vor mir schauen.,Du kannst das Menü verlassen und nach dem Gegenstand vor mir schauen.,moderate,piper,de_DE-thorsten-medium,medium,du kannst dass wir ihn verlassen und nach dem gegenstand von wir schauen,0.9,0.666667,generated,,,
